profile,occurred_at,amount_minor,currency,type,tags,note,created_at,updated_at
Personal,2024-05-04T06:00:00.000Z,2892,USD,expense,food,walmart grocery,2024-05-13T17:49:54.000Z,2024-05-13T17:49:54.000Z
Personal,2024-05-05T06:00:00.000Z,2447,USD,expense,tech,google fi,2024-05-13T17:52:17.000Z,2024-05-13T17:52:17.000Z
Personal,2024-05-07T06:00:00.000Z,500,USD,expense,family,day pass,2024-05-08T00:20:29.000Z,2024-05-08T00:20:29.000Z
Personal,2024-05-07T06:00:00.000Z,515,USD,expense,family,sayeed chocolate,2024-05-13T17:58:30.000Z,2024-05-13T17:58:30.000Z
Personal,2024-05-07T06:00:00.000Z,120238,USD,income,job,phd salary,2024-05-07T06:00:00.000Z,2024-05-07T06:00:00.000Z
Personal,2024-05-08T06:00:00.000Z,7800,USD,expense,home,bed mattress cover,2024-05-08T18:04:58.000Z,2024-05-08T18:04:58.000Z
Personal,2024-05-08T06:00:00.000Z,500,USD,expense,family,sayeed transit app,2024-05-13T17:59:01.000Z,2024-05-13T17:59:01.000Z
Personal,2024-05-08T06:00:00.000Z,5103,USD,expense,home,walmart,2024-05-13T18:10:06.000Z,2024-05-13T18:10:06.000Z
Personal,2024-05-08T06:00:00.000Z,2000,USD,expense,family,sayeed walmart grocery,2024-05-13T18:14:51.000Z,2024-05-13T18:14:51.000Z
Personal,2024-05-08T06:00:00.000Z,2000,USD,expense,family,curry connect sayeed,2024-05-13T18:15:17.000Z,2024-05-13T18:15:17.000Z
Personal,2024-05-08T06:00:00.000Z,2000,USD,expense,food,curry connect,2024-05-13T18:15:37.000Z,2024-05-13T18:15:37.000Z
Personal,2024-05-08T06:00:00.000Z,3200,USD,expense,family,gas bill for reaz vai,2024-05-13T18:16:12.000Z,2024-05-13T18:16:12.000Z
Personal,2024-05-09T06:00:00.000Z,1000,USD,expense,food,panda express,2024-05-13T18:17:27.000Z,2024-05-13T18:17:27.000Z
Personal,2024-05-09T06:00:00.000Z,1012,USD,expense,family,panda express sayeed,2024-05-13T18:17:45.000Z,2024-05-13T18:17:45.000Z
Personal,2024-05-09T06:00:00.000Z,1600,USD,expense,family,utah red butte garden sayeed,2024-05-13T18:18:24.000Z,2024-05-13T18:18:24.000Z
Personal,2024-05-09T06:00:00.000Z,411,USD,expense,family,maverik water sayeed,2024-05-13T18:18:48.000Z,2024-05-13T18:18:48.000Z
Personal,2024-05-10T06:00:00.000Z,2295,USD,expense,family,natural history museum sayeed,2024-05-13T18:19:55.000Z,2024-05-13T18:19:55.000Z
Personal,2024-05-10T06:00:00.000Z,857,USD,expense,family,natural history museum sayeed souvenier,2024-05-13T18:20:39.000Z,2024-05-13T18:20:39.000Z
Personal,2024-05-10T06:00:00.000Z,1000,USD,expense,family,panda express sayeed,2024-05-13T18:21:13.000Z,2024-05-13T18:21:13.000Z
Personal,2024-05-10T06:00:00.000Z,968,USD,expense,food,panda express,2024-05-13T18:21:32.000Z,2024-05-13T18:21:32.000Z
Personal,2024-05-10T06:00:00.000Z,2989,USD,expense,family,gas sayeed,2024-05-13T18:22:34.000Z,2024-05-13T18:22:34.000Z
Personal,2024-05-11T06:00:00.000Z,500,USD,expense,family,transit app sayeed,2024-05-13T18:23:04.000Z,2024-05-13T18:23:04.000Z
Personal,2024-05-12T06:00:00.000Z,2338,USD,expense,food,walmart grocery,2024-05-13T18:32:31.000Z,2024-05-13T18:32:31.000Z
Personal,2024-05-13T06:00:00.000Z,902,USD,expense,food,campus food,2024-05-14T03:36:02.000Z,2024-05-14T03:36:02.000Z
Personal,2024-05-13T06:00:00.000Z,1288,USD,expense,wife,taaha roaming,2024-05-14T03:36:29.000Z,2024-05-14T03:36:29.000Z
Personal,2024-05-13T06:00:00.000Z,2149,USD,expense,home,tide detergent,2024-05-14T04:17:58.000Z,2024-05-14T04:17:58.000Z
Personal,2024-05-14T06:00:00.000Z,787,USD,expense,wife,taaha gp roaming,2024-05-14T07:21:03.000Z,2024-05-14T07:21:03.000Z
Personal,2024-05-14T06:00:00.000Z,2149,USD,expense,home,detergent,2024-05-14T07:22:00.000Z,2024-05-14T07:22:00.000Z
Personal,2024-05-14T06:00:00.000Z,4809,USD,expense,food,walmart,2024-05-18T20:30:03.000Z,2024-05-18T20:30:03.000Z
Personal,2024-05-15T06:00:00.000Z,5168,USD,expense,beauty,vibrator taaha,2024-05-18T20:31:45.000Z,2024-05-18T20:31:45.000Z
Personal,2024-05-15T06:00:00.000Z,532,USD,expense,beauty,lubricant,2024-05-18T20:32:23.000Z,2024-05-18T20:32:23.000Z
Personal,2024-05-15T06:00:00.000Z,1263,USD,expense,wife,contraceptive gel,2024-05-18T20:32:58.000Z,2024-05-18T20:32:58.000Z
Personal,2024-05-15T06:00:00.000Z,5400,USD,expense,food,walmart food,2024-05-18T20:34:08.000Z,2024-05-18T20:34:08.000Z
Personal,2024-05-16T06:00:00.000Z,2694,USD,expense,wife,smith's flowers,2024-05-18T20:35:01.000Z,2024-05-18T20:35:01.000Z
Personal,2024-05-16T06:00:00.000Z,500,USD,expense,transport,airport parking,2024-05-18T20:35:20.000Z,2024-05-18T20:35:20.000Z
Personal,2024-05-17T06:00:00.000Z,500,USD,expense,transport,transit app taaha,2024-05-18T20:35:49.000Z,2024-05-18T20:35:49.000Z
Personal,2024-05-17T06:00:00.000Z,451,USD,expense,food,maverik chocolate,2024-05-18T20:36:33.000Z,2024-05-18T20:36:33.000Z
Personal,2024-05-17T06:00:00.000Z,3511,USD,expense,food,walmart food,2024-05-18T20:36:57.000Z,2024-05-18T20:36:57.000Z
Personal,2024-05-18T06:00:00.000Z,279,USD,expense,food,chips,2024-05-27T00:10:05.000Z,2024-05-27T00:10:05.000Z
Personal,2024-05-20T06:00:00.000Z,279,USD,expense,food,",chips",2024-05-20T13:57:17.000Z,2024-05-20T13:57:17.000Z
Personal,2024-05-20T06:00:00.000Z,250,USD,expense,transport,taaha transit app,2024-05-21T04:51:58.000Z,2024-05-21T04:51:58.000Z
Personal,2024-05-20T06:00:00.000Z,859,USD,expense,wife,panda express taaha,2024-05-27T00:10:45.000Z,2024-05-27T00:10:45.000Z
Personal,2024-05-20T06:00:00.000Z,2044,USD,expense,food,walmart grocery,2024-05-27T00:11:42.000Z,2024-05-27T00:11:42.000Z
Personal,2024-05-20T06:00:00.000Z,3442,USD,expense,food,walmart grocery,2024-05-27T00:12:05.000Z,2024-05-27T00:12:05.000Z
Personal,2024-05-20T06:00:00.000Z,120238,USD,income,job,phd salary,2024-05-20T06:00:00.000Z,2024-05-20T06:00:00.000Z
Personal,2024-05-21T06:00:00.000Z,250,USD,expense,transport,utah transit,2024-05-22T00:07:55.000Z,2024-05-22T00:07:55.000Z
Personal,2024-05-21T06:00:00.000Z,1345,USD,expense,home,rocky mountain power,2024-05-22T03:03:07.000Z,2024-05-22T03:03:07.000Z
Personal,2024-05-21T06:00:00.000Z,2155,USD,expense,study,chatgpt,2024-05-27T00:13:15.000Z,2024-05-27T00:13:15.000Z
Personal,2024-05-22T06:00:00.000Z,277,USD,expense,food,chips,2024-05-27T00:13:50.000Z,2024-05-27T00:13:50.000Z
Personal,2024-05-22T06:00:00.000Z,1399,USD,expense,beauty,hair cut,2024-05-27T00:14:25.000Z,2024-05-27T00:14:25.000Z
Personal,2024-05-23T06:00:00.000Z,17943,USD,expense,home,amazon mattress,2024-05-27T00:15:00.000Z,2024-05-27T00:15:00.000Z
Personal,2024-05-25T06:00:00.000Z,421,USD,expense,food,chips,2024-05-27T00:16:12.000Z,2024-05-27T00:16:12.000Z
Personal,2024-05-25T06:00:00.000Z,2095,USD,expense,wife,natural history museum,2024-05-27T00:23:36.000Z,2024-05-27T00:23:36.000Z
Personal,2024-05-25T06:00:00.000Z,102,USD,expense,food,biscuit,2024-05-27T00:23:55.000Z,2024-05-27T00:23:55.000Z
Personal,2024-05-26T06:00:00.000Z,51677,USD,expense,home,sunny side rent and deposit,2024-05-27T00:24:31.000Z,2024-05-27T00:24:31.000Z
Personal,2024-05-26T06:00:00.000Z,1269,USD,expense,food,walmart grocery,2024-05-27T00:25:03.000Z,2024-05-27T00:25:03.000Z
Personal,2024-05-27T06:00:00.000Z,74850,USD,expense,waste,rent waste,2024-05-27T19:17:15.000Z,2024-05-27T19:17:15.000Z
Personal,2024-05-27T06:00:00.000Z,250,USD,expense,transport,taaha park,2024-05-28T01:23:52.000Z,2024-05-28T01:23:52.000Z
Personal,2024-05-28T06:00:00.000Z,500,USD,expense,transport,taaha transit,2024-06-03T18:58:32.000Z,2024-06-03T18:58:32.000Z
Personal,2024-05-29T06:00:00.000Z,15528,USD,expense,food,walmart order,2024-06-03T18:59:59.000Z,2024-06-03T18:59:59.000Z
Personal,2024-05-30T06:00:00.000Z,4806,USD,expense,food,instacart beef,2024-06-03T19:01:23.000Z,2024-06-03T19:01:23.000Z
Personal,2024-05-30T06:00:00.000Z,205,USD,expense,food,chips,2024-06-03T19:01:58.000Z,2024-06-03T19:01:58.000Z
Personal,2024-05-30T06:00:00.000Z,2750,USD,expense,food,shop n go,2024-06-03T19:02:26.000Z,2024-06-03T19:02:26.000Z
Personal,2024-05-31T06:00:00.000Z,2868,USD,expense,food,walmart,2024-06-03T19:03:27.000Z,2024-06-03T19:03:27.000Z
Personal,2024-06-02T06:00:00.000Z,2000,USD,expense,home,furniture,2024-06-02T19:46:33.000Z,2024-06-02T19:46:33.000Z
Personal,2024-06-02T06:00:00.000Z,500,USD,expense,transport,taaha transit,2024-06-03T19:03:55.000Z,2024-06-03T19:03:55.000Z
Personal,2024-06-02T06:00:00.000Z,74,USD,expense,food,rancho market,2024-06-03T19:04:15.000Z,2024-06-03T19:04:15.000Z
Personal,2024-06-02T06:00:00.000Z,2542,USD,expense,food,shanashil grill,2024-06-03T19:04:47.000Z,2024-06-03T19:04:47.000Z
Personal,2024-06-03T06:00:00.000Z,90500,USD,expense,home,rent,2024-06-12T16:20:53.000Z,2024-06-12T16:20:53.000Z
Personal,2024-06-04T06:00:00.000Z,799,USD,expense,wife,gregmat,2024-06-12T16:25:09.000Z,2024-06-12T16:25:09.000Z
Personal,2024-06-04T06:00:00.000Z,3691,USD,expense,food,walmart,2024-06-12T16:36:03.000Z,2024-06-12T16:36:03.000Z
Personal,2024-06-05T06:00:00.000Z,2483,USD,expense,tech,google fi,2024-06-12T17:06:47.000Z,2024-06-12T17:06:47.000Z
Personal,2024-06-06T06:00:00.000Z,3902,USD,expense,food,walmart,2024-06-12T16:36:52.000Z,2024-06-12T16:36:52.000Z
Personal,2024-06-07T06:00:00.000Z,120238,USD,income,job,phd salary,2024-06-07T06:00:00.000Z,2024-06-07T06:00:00.000Z
Personal,2024-06-08T06:00:00.000Z,7058,USD,expense,food,ocean city,2024-06-12T16:30:36.000Z,2024-06-12T16:30:36.000Z
Personal,2024-06-08T06:00:00.000Z,4443,USD,expense,food,walmart store,2024-06-12T16:31:15.000Z,2024-06-12T16:31:15.000Z
Personal,2024-06-08T06:00:00.000Z,500,USD,expense,transport,taaha transit,2024-06-12T17:05:30.000Z,2024-06-12T17:05:30.000Z
Personal,2024-06-09T06:00:00.000Z,3872,USD,expense,food,walmart,2024-06-12T17:04:58.000Z,2024-06-12T17:04:58.000Z
Personal,2024-06-12T06:00:00.000Z,1000,USD,expense,friend,mehedi and game night,2024-06-12T16:23:33.000Z,2024-06-12T16:23:33.000Z
Personal,2024-06-12T06:00:00.000Z,3599,USD,expense,food,hisham halal beef,2024-06-20T20:41:33.000Z,2024-06-20T20:41:33.000Z
Personal,2024-06-14T06:00:00.000Z,616,USD,expense,food,smith's icecram,2024-06-23T15:22:06.000Z,2024-06-23T15:22:06.000Z
Personal,2024-06-15T06:00:00.000Z,578,USD,expense,beauty,walmart body spray,2024-06-23T15:15:54.000Z,2024-06-23T15:15:54.000Z
Personal,2024-06-15T06:00:00.000Z,297,USD,expense,home,walmart grinder,2024-06-23T15:16:18.000Z,2024-06-23T15:16:18.000Z
Personal,2024-06-15T06:00:00.000Z,5964,USD,expense,food,walmart grocery,2024-06-23T15:17:14.000Z,2024-06-23T15:17:14.000Z
Personal,2024-06-17T06:00:00.000Z,250,USD,expense,transport,transit app,2024-06-23T15:23:13.000Z,2024-06-23T15:23:13.000Z
Personal,2024-06-18T06:00:00.000Z,1244,USD,expense,home,kitchen scale,2024-06-23T15:25:07.000Z,2024-06-23T15:25:07.000Z
Personal,2024-06-18T06:00:00.000Z,392,USD,expense,home,stapler walmart,2024-06-23T15:25:50.000Z,2024-06-23T15:25:50.000Z
Personal,2024-06-18T06:00:00.000Z,112,USD,expense,home,walmart mug,2024-06-23T15:26:14.000Z,2024-06-23T15:26:14.000Z
Personal,2024-06-18T06:00:00.000Z,596,USD,expense,home,walmart scissor set,2024-06-23T15:26:38.000Z,2024-06-23T15:26:38.000Z
Personal,2024-06-18T06:00:00.000Z,3294,USD,expense,food,walmart grocery,2024-06-23T15:27:40.000Z,2024-06-23T15:27:40.000Z
Personal,2024-06-18T06:00:00.000Z,1076,USD,expense,beauty,terraria,2024-06-23T15:29:05.000Z,2024-06-23T15:29:05.000Z
Personal,2024-06-20T06:00:00.000Z,500,USD,expense,home,hangar,2024-06-21T00:15:16.000Z,2024-06-21T00:15:16.000Z
Personal,2024-06-20T06:00:00.000Z,237,USD,expense,beauty,terraria apk,2024-06-23T15:33:02.000Z,2024-06-23T15:33:02.000Z
Personal,2024-06-21T06:00:00.000Z,120509,USD,income,job,phd salary,2024-06-21T06:00:00.000Z,2024-06-21T06:00:00.000Z
Personal,2024-06-22T06:00:00.000Z,878,USD,expense,food,hisham unknown walmart cost,2024-12-23T19:03:47.000Z,2024-12-23T19:03:47.000Z
Personal,2024-06-25T06:00:00.000Z,250,USD,expense,transport,transit app,2024-06-26T18:21:15.000Z,2024-06-26T18:21:15.000Z
Personal,2024-06-25T06:00:00.000Z,599,USD,expense,waste,amazon prime unknown payment,2024-06-26T18:21:48.000Z,2024-06-26T18:21:48.000Z
Personal,2024-06-25T06:00:00.000Z,2155,USD,expense,study,chatgpt plus,2024-06-26T18:22:12.000Z,2024-06-26T18:22:12.000Z
Personal,2024-06-26T06:00:00.000Z,74849,USD,expense,waste,rent waste,2024-06-26T17:34:31.000Z,2024-06-26T17:34:31.000Z
Personal,2024-06-27T06:00:00.000Z,35750,USD,expense,wife,ielts register,2024-06-23T15:30:35.000Z,2024-06-23T15:30:35.000Z
Personal,2024-06-27T06:00:00.000Z,1397,USD,expense,home,walmart mattress cover,2024-07-07T17:18:50.000Z,2024-07-07T17:18:50.000Z
Personal,2024-06-27T06:00:00.000Z,7875,USD,expense,food,walmart grocery,2024-07-07T17:19:44.000Z,2024-07-07T17:19:44.000Z
Personal,2024-06-27T06:00:00.000Z,107,USD,expense,wife,amazon prime trial,2024-07-07T17:21:38.000Z,2024-07-07T17:21:38.000Z
Personal,2024-06-27T06:00:00.000Z,2477,USD,expense,wife,amazon adapter for taaha,2024-07-07T17:22:46.000Z,2024-07-07T17:22:46.000Z
Personal,2024-06-27T06:00:00.000Z,7273,USD,expense,food,instacart ground beef and chicken,2024-07-07T17:24:10.000Z,2024-07-07T17:24:10.000Z
Personal,2024-06-29T06:00:00.000Z,500,USD,expense,transport,transit app,2024-07-07T17:24:45.000Z,2024-07-07T17:24:45.000Z
Personal,2024-06-29T06:00:00.000Z,3928,USD,expense,food,shop n go,2024-07-07T17:25:34.000Z,2024-07-07T17:25:34.000Z
Personal,2024-06-29T06:00:00.000Z,1682,USD,expense,food,wendys,2024-07-07T17:26:02.000Z,2024-07-07T17:26:02.000Z
Personal,2024-06-29T06:00:00.000Z,1564,USD,expense,food,wendys,2024-07-07T17:26:31.000Z,2024-07-07T17:26:31.000Z
Personal,2024-07-04T06:00:00.000Z,799,USD,expense,waste,gregmat,2024-07-07T17:27:05.000Z,2024-07-07T17:27:05.000Z
Personal,2024-07-04T06:00:00.000Z,250,USD,expense,transport,transit app taaha,2024-07-07T17:27:32.000Z,2024-07-07T17:27:32.000Z
Personal,2024-07-05T06:00:00.000Z,94500,USD,expense,home,rent,2024-07-07T17:28:06.000Z,2024-07-07T17:28:06.000Z
Personal,2024-07-05T06:00:00.000Z,2506,USD,expense,tech,google fi,2024-07-07T18:22:51.000Z,2024-07-07T18:22:51.000Z
Personal,2024-07-05T06:00:00.000Z,120509,USD,income,job,phd salary,2024-07-05T06:00:00.000Z,2024-07-05T06:00:00.000Z
Personal,2024-07-06T06:00:00.000Z,250,USD,expense,transport,transit app,2024-07-07T17:28:53.000Z,2024-07-07T17:28:53.000Z
Personal,2024-07-06T06:00:00.000Z,20512,USD,expense,food,walmart grocery,2024-07-07T17:29:52.000Z,2024-07-07T17:29:52.000Z
Personal,2024-07-09T06:00:00.000Z,277,USD,expense,food,chips,2024-07-16T19:01:40.000Z,2024-07-16T19:01:40.000Z
Personal,2024-07-10T06:00:00.000Z,792,USD,expense,wife,candles,2024-07-16T19:04:16.000Z,2024-07-16T19:04:16.000Z
Personal,2024-07-10T06:00:00.000Z,2963,USD,expense,food,walmart grocery,2024-07-16T19:04:58.000Z,2024-07-16T19:04:58.000Z
Personal,2024-07-10T06:00:00.000Z,968,USD,expense,wife,temu lights,2024-07-16T19:05:35.000Z,2024-07-16T19:05:35.000Z
Personal,2024-07-12T06:00:00.000Z,772,USD,expense,waste,uber microwave,2024-07-16T19:06:46.000Z,2024-07-16T19:06:46.000Z
Personal,2024-07-13T06:00:00.000Z,250,USD,expense,transport,taaha visit to red butte garden,2024-07-16T19:07:56.000Z,2024-07-16T19:07:56.000Z
Personal,2024-07-13T06:00:00.000Z,1600,USD,expense,wife,red butte garden,2024-07-16T19:08:16.000Z,2024-07-16T19:08:16.000Z
Personal,2024-07-14T06:00:00.000Z,67155,USD,expense,tech,samsung phone,2024-07-16T19:09:04.000Z,2024-07-16T19:09:04.000Z
Personal,2024-07-15T06:00:00.000Z,6997,USD,expense,food,chicken instacart,2024-07-16T19:10:40.000Z,2024-07-16T19:10:40.000Z
Personal,2024-07-16T06:00:00.000Z,969,USD,expense,waste,Mumtahin fridge box,2024-07-22T16:36:50.000Z,2024-07-22T16:36:50.000Z
Personal,2024-07-17T06:00:00.000Z,430,USD,expense,tech,Fedex tape,2024-07-22T16:49:06.000Z,2024-07-22T16:49:06.000Z
Personal,2024-07-18T06:00:00.000Z,1336,USD,expense,home,Temu Home,2024-07-22T17:12:13.000Z,2024-07-22T17:12:13.000Z
Personal,2024-07-19T06:00:00.000Z,700,USD,expense,home,mirror,2024-07-22T17:28:33.000Z,2024-07-22T17:28:33.000Z
Personal,2024-07-19T06:00:00.000Z,1363,USD,expense,wife,coconut oil,2024-07-22T17:28:59.000Z,2024-07-22T17:28:59.000Z
Personal,2024-07-19T06:00:00.000Z,297,USD,expense,home,shower liner,2024-07-22T17:29:15.000Z,2024-07-22T17:29:15.000Z
Personal,2024-07-19T06:00:00.000Z,5641,USD,expense,food,walmart grocery,2024-07-22T17:29:54.000Z,2024-07-22T17:29:54.000Z
Personal,2024-07-20T06:00:00.000Z,500,USD,expense,transport,Transit app taaha,2024-07-22T17:30:36.000Z,2024-07-22T17:30:36.000Z
Personal,2024-07-20T06:00:00.000Z,711,USD,expense,food,taaha burger,2024-07-22T17:45:06.000Z,2024-07-22T17:45:06.000Z
Personal,2024-07-20T06:00:00.000Z,644,USD,expense,home,target cutting board,2024-07-22T17:45:27.000Z,2024-07-22T17:45:27.000Z
Personal,2024-07-20T06:00:00.000Z,2240,USD,expense,food,chic fil nuggets,2024-07-22T17:45:50.000Z,2024-07-22T17:45:50.000Z
Personal,2024-07-21T06:00:00.000Z,1500,USD,expense,home,table,2024-07-22T02:19:12.000Z,2024-07-22T02:19:12.000Z
Personal,2024-07-22T06:00:00.000Z,1050,USD,expense,home,"command strip, bleach spray and shower curtain hook",2024-07-30T23:06:34.000Z,2024-07-30T23:06:34.000Z
Personal,2024-07-22T06:00:00.000Z,1497,USD,expense,beauty,cerave cream,2024-07-30T23:07:01.000Z,2024-07-30T23:07:01.000Z
Personal,2024-07-22T06:00:00.000Z,1424,USD,expense,food,grocery,2024-07-30T23:07:41.000Z,2024-07-30T23:07:41.000Z
Personal,2024-07-22T06:00:00.000Z,250,USD,expense,transport,taaha transit app,2024-07-30T23:08:01.000Z,2024-07-30T23:08:01.000Z
Personal,2024-07-22T06:00:00.000Z,123440,USD,income,job,phd salary,2024-07-22T06:00:00.000Z,2024-07-22T06:00:00.000Z
Personal,2024-07-25T06:00:00.000Z,2155,USD,expense,study,openai chatgpt,2024-07-30T23:08:56.000Z,2024-07-30T23:08:56.000Z
Personal,2024-07-25T06:00:00.000Z,548,USD,expense,home,funnel and battery,2024-07-30T23:10:23.000Z,2024-07-30T23:10:23.000Z
Personal,2024-07-25T06:00:00.000Z,988,USD,expense,beauty,sunscreen,2024-07-30T23:10:50.000Z,2024-07-30T23:10:50.000Z
Personal,2024-07-25T06:00:00.000Z,732,USD,expense,friend,cheese cake for guest,2024-07-30T23:11:15.000Z,2024-07-30T23:11:15.000Z
Personal,2024-07-25T06:00:00.000Z,1313,USD,expense,food,grocery,2024-07-30T23:12:14.000Z,2024-07-30T23:12:14.000Z
Personal,2024-07-27T06:00:00.000Z,751,USD,expense,beauty,condom,2024-07-30T23:12:50.000Z,2024-07-30T23:12:50.000Z
Personal,2024-07-27T06:00:00.000Z,4964,USD,expense,home,walmart store patil and bedsheet,2024-07-30T23:15:19.000Z,2024-07-30T23:15:19.000Z
Personal,2024-07-29T06:00:00.000Z,250,USD,expense,transport,taaha transit app,2024-07-30T20:05:32.000Z,2024-07-30T20:05:32.000Z
Personal,2024-07-29T06:00:00.000Z,2500,USD,expense,waste,t mobile shift waste,2024-07-30T23:15:45.000Z,2024-07-30T23:15:45.000Z
Personal,2024-07-29T06:00:00.000Z,1884,USD,expense,wife,t mobile 1 month,2024-07-30T23:16:18.000Z,2024-07-30T23:16:18.000Z
Personal,2024-07-30T06:00:00.000Z,1000,USD,expense,tech,google voice,2024-07-30T23:16:46.000Z,2024-07-30T23:16:46.000Z
Personal,2024-07-31T06:00:00.000Z,3513,USD,expense,food,walmart food,2024-08-01T21:23:14.000Z,2024-08-01T21:23:14.000Z
Personal,2024-08-01T06:00:00.000Z,97000,USD,expense,home,rent,2024-08-01T21:20:45.000Z,2024-08-01T21:20:45.000Z
Personal,2024-08-02T06:00:00.000Z,1800,USD,expense,food,salmon,2024-08-04T02:44:34.000Z,2024-08-04T02:44:34.000Z
Personal,2024-08-02T06:00:00.000Z,250,USD,expense,transport,birthday tour,2024-08-09T14:26:31.000Z,2024-08-09T14:26:31.000Z
Personal,2024-08-02T06:00:00.000Z,1582,USD,expense,food,birthday food,2024-08-09T14:26:58.000Z,2024-08-09T14:26:58.000Z
Personal,2024-08-03T06:00:00.000Z,379,USD,expense,transport,uber indian fair,2024-08-04T03:03:38.000Z,2024-08-04T03:03:38.000Z
Personal,2024-08-03T06:00:00.000Z,250,USD,expense,transport,taaha transit app,2024-08-10T15:50:01.000Z,2024-08-10T15:50:01.000Z
Personal,2024-08-05T06:00:00.000Z,4468,USD,expense,food,Instacart fish,2024-08-10T15:33:10.000Z,2024-08-10T15:33:10.000Z
Personal,2024-08-06T06:00:00.000Z,748,USD,expense,waste,walmart pregnancy check,2024-08-10T15:49:29.000Z,2024-08-10T15:49:29.000Z
Personal,2024-08-07T06:00:00.000Z,123440,USD,income,job,phd salary,2024-08-07T06:00:00.000Z,2024-08-07T06:00:00.000Z
Personal,2024-08-08T06:00:00.000Z,3627,USD,expense,food,walmart grocery,2024-08-10T15:38:02.000Z,2024-08-10T15:38:02.000Z
Personal,2024-08-10T06:00:00.000Z,4617,USD,expense,food,madina market meat,2024-08-19T18:53:47.000Z,2024-08-19T18:53:47.000Z
Personal,2024-08-10T06:00:00.000Z,918,USD,expense,food,chinatown vegetables,2024-08-19T18:54:13.000Z,2024-08-19T18:54:13.000Z
Personal,2024-08-10T06:00:00.000Z,169,USD,expense,food,chinatown vegetables,2024-08-19T18:54:40.000Z,2024-08-19T18:54:40.000Z
Personal,2024-08-10T06:00:00.000Z,1304,USD,expense,food,dave's chicken,2024-08-19T18:55:08.000Z,2024-08-19T18:55:08.000Z
Personal,2024-08-10T06:00:00.000Z,1029,USD,expense,waste,costco bad purchase,2024-08-28T19:52:02.000Z,2024-08-28T19:52:02.000Z
Personal,2024-08-12T06:00:00.000Z,1800,USD,expense,beauty,great clips hair cut,2024-08-19T18:52:14.000Z,2024-08-19T18:52:14.000Z
Personal,2024-08-12T06:00:00.000Z,7090,USD,expense,food,shop n go,2024-08-19T18:52:44.000Z,2024-08-19T18:52:44.000Z
Personal,2024-08-12T06:00:00.000Z,400,USD,expense,waste,shop n go chanachur waste on friends,2024-08-19T18:53:08.000Z,2024-08-19T18:53:08.000Z
Personal,2024-08-14T06:00:00.000Z,500,USD,expense,transport,taaha transit uta,2024-08-19T18:51:29.000Z,2024-08-19T18:51:29.000Z
Personal,2024-08-14T06:00:00.000Z,1082,USD,expense,food,mcdonalds,2024-08-19T18:51:47.000Z,2024-08-19T18:51:47.000Z
Personal,2024-08-15T06:00:00.000Z,2534,USD,expense,food,walmart grocery,2024-08-19T18:46:39.000Z,2024-08-19T18:46:39.000Z
Personal,2024-08-15T06:00:00.000Z,1218,USD,expense,beauty,walmart sunscreen,2024-08-19T18:46:55.000Z,2024-08-19T18:46:55.000Z
Personal,2024-08-15T06:00:00.000Z,11622,USD,expense,wife,gold jewellery gift,2024-08-19T18:49:18.000Z,2024-08-19T18:49:18.000Z
Personal,2024-08-15T06:00:00.000Z,23397,USD,expense,waste,taaha gift waste,2024-08-19T18:50:36.000Z,2024-08-19T18:50:36.000Z
Personal,2024-08-17T06:00:00.000Z,1730,USD,expense,home,Temu rack,2024-08-19T18:40:18.000Z,2024-08-19T18:40:18.000Z
Personal,2024-08-18T06:00:00.000Z,2760,USD,expense,tech,google fi,2024-12-23T19:06:07.000Z,2024-12-23T19:06:07.000Z
Personal,2024-08-19T06:00:00.000Z,5388,USD,expense,wife,taaha gym,2024-08-27T19:48:25.000Z,2024-08-27T19:48:25.000Z
Personal,2024-08-20T06:00:00.000Z,1000,USD,expense,friend,game fee,2024-08-20T06:02:59.000Z,2024-08-20T06:02:59.000Z
Personal,2024-08-21T06:00:00.000Z,3896,USD,expense,food,walmart grocery,2024-08-27T19:47:53.000Z,2024-08-27T19:47:53.000Z
Personal,2024-08-22T06:00:00.000Z,123440,USD,income,job,phd salary,2024-08-22T06:00:00.000Z,2024-08-22T06:00:00.000Z
Personal,2024-08-23T06:00:00.000Z,700,USD,expense,wife,temu mac cover,2024-08-27T19:42:04.000Z,2024-08-27T19:42:04.000Z
Personal,2024-08-23T06:00:00.000Z,537,USD,expense,home,temu mortar pestle,2024-08-27T19:42:34.000Z,2024-08-27T19:42:34.000Z
Personal,2024-08-24T06:00:00.000Z,500,USD,expense,transport,taaha transit,2024-08-27T19:37:18.000Z,2024-08-27T19:37:18.000Z
Personal,2024-08-24T06:00:00.000Z,15300,USD,expense,study,International student fee,2024-08-27T19:40:38.000Z,2024-08-27T19:40:38.000Z
Personal,2024-08-25T06:00:00.000Z,2155,USD,expense,study,chatgpt,2024-08-27T19:41:04.000Z,2024-08-27T19:41:04.000Z
Personal,2024-08-28T06:00:00.000Z,5369,USD,expense,tech,taaha mint mobile,2024-08-29T22:21:07.000Z,2024-08-29T22:21:07.000Z
Personal,2024-08-30T06:00:00.000Z,1436,USD,expense,beauty,walmart clofenac and vaseline,2024-09-01T15:17:23.000Z,2024-09-01T15:17:23.000Z
Personal,2024-08-30T06:00:00.000Z,2198,USD,expense,food,walmart grocery,2024-09-01T15:18:06.000Z,2024-09-01T15:18:06.000Z
